,id,handle,text
3301,745684668696117248,HillaryClinton,Live now from North Carolina: Hillary’s plan to make the economy work for everyone. Watch here. https://t.co/byKmrx9XZy
3303,745647857345101824,HillaryClinton,This is what real leadership looks like. https://t.co/4Nh6QpqSxL
3304,745588079600218112,HillaryClinton,FACT: No major company has filed for Chapter 11 more often in the last 30 years than @realDonaldTrump's casinos. https://t.co/t4n55HQuII
3305,745463436188934145,realDonaldTrump,"""@chrisboydbrew: @LouDobbs @realDonaldTrump @FoxBusiness.. Saw your interview.You are the best! Great questions, great answers"" Lou is great"
3306,745455382882033664,realDonaldTrump,Crooked Hillary refuses to say that she will be raising taxes beyond belief! She will be a disaster for jobs and the economy!
3307,745452309698613248,HillaryClinton,"""Trump's economic plans would destroy the U.S. economy."" —@TheAtlantic
https://t.co/mT42WLYl1H"
3308,745436441250041856,HillaryClinton,"Hillary took Donald Trump's reckless economic policy to task in Columbus today.

It's worth watching: https://t.co/YfLN8kdRvG"
3309,745421602565820416,HillaryClinton,"Trump says, “I love playing with debt.” Someone should tell him our economy isn’t a game. https://t.co/CoTyTjMvS6"
3310,745409973232906240,HillaryClinton,Donald Trump has no actual plan to create jobs. https://t.co/pbSjmQN0k3
3311,745391304683593732,HillaryClinton,"“A proven leader who shares our values."" —@AFLCIO

Why labor unions across industries are backing Hillary: https://t.co/y07F7uvqv3"
3313,745361708189782016,HillaryClinton,"Trump's plan would cut more taxes for the 120,000 richest families than it would for 120 million working Americans.
https://t.co/wiIOTQmj6r"
3314,745356618125152256,realDonaldTrump,I will be interviewed by @LouDobbs tonight on @FoxBusiness 7pm ET
3315,745337568615555073,HillaryClinton,".@realDonaldTrump has written a lot of books about business, but they all seem to end at Chapter 11.
https://t.co/LU8aCjFm2J"
3316,745305119256875008,realDonaldTrump,"Hillary defrauded America as Secy of State. She used it as a personal hedge fund to get herself rich! Corrupt, dangerous, dishonest."
3317,745304731346702336,realDonaldTrump,"If you want to know about Hillary Clinton's honesty &amp; judgment, ask the family of Ambassador Stevens."
3318,745304333483393024,realDonaldTrump,Hillary took money and did favors for regimes that enslave women and murder gays.
3319,745299771175362560,HillaryClinton,We need to build an economy that ensures everyone gets an equal shot and no one is left behind. Join us: https://t.co/zjlNqBaiHP
3320,745299197600145408,HillaryClinton,"In America, we don’t begrudge people being successful – but we know they shouldn’t do it by destroying other people. https://t.co/lQ1IzXFZrV"
3321,745299161130635264,realDonaldTrump,"I am ""the king of debt.""That has been great for me as a businessman, but is bad for the country. I made a fortune off of debt, will fix U.S."
3322,745298879059529728,HillaryClinton,"""Imagine him being in charge when your jobs and savings are at stake.  Is this who you want leading us in an emergency?” —Hillary on Trump"
3323,745298514096308225,realDonaldTrump,Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted… https://t.co/1COtt0RPY7
3324,745298244192862209,HillaryClinton,".@realDonaldTrump, only someone who’s never actually faced the consequences of his mistakes would brag, “I play with bankruptcy.”"
3325,745297966412480512,HillaryClinton,"""The same people [Trump's] trying to get to vote for him now are people he’s been exploiting for years” —Hillary: https://t.co/dJYqAjRoC8"
3326,745296770637438976,HillaryClinton,Trump has written a lot of books about business—but they all seem to end at Chapter 11.
3327,745296338758270976,realDonaldTrump,Hillary Clinton's open borders immigration policies will drive down wages for all Americans - and make everyone less safe.
3328,745295914076672001,realDonaldTrump,How can Hillary run the economy when she can't even send emails without putting entire nation at risk?
3329,745295461209235456,HillaryClinton,"“The last time we opted for Trump-style isolationism, it made the Great Depression longer and more painful.” —Hillary"
3330,745294739092684800,realDonaldTrump,"Hillary Clinton surged the trade deficit with China 40% as
Secretary of State, costing Americans millions of jobs."
3331,745294563057737729,HillaryClinton,"""He’s giving more away to the 120,000 richest...families than he would to 120 million hardworking people."" —Hillary on Trump's tax plan"
3332,745294375584956416,realDonaldTrump,"Hillary says this election is about judgment.  She's right.  Her judgement has killed thousands, unleashed ISIS and wrecked the economy."
3333,745293890798903298,HillaryClinton,"""President Trump"" would undo so much of the progress we’ve made over the past 8 years under President Obama.

We can't let that happen."
3334,745293342741782528,HillaryClinton,“The full faith and credit of the United States is not something we can just gamble away.” —Hillary on Trump's reckless economic plan
3335,745292954626048000,HillaryClinton,"""He says women will start making equal pay as soon as they do as good a job as men—as if we aren’t already."" —Hillary on @realDonaldTrump"
3336,745292654695583744,HillaryClinton,"""Donald Trump actually stood on a debate stage in November and said that wages are too high in this country."" —Hillary"
3337,745292264835014656,HillaryClinton,"Donald Trump is proud of his recklessness—that’s his business. But when he’s running for president, it’s ours."
3338,745291887448363008,HillaryClinton,.@TheEconomist declared Donald Trump one of the 10 biggest threats to the global economy. https://t.co/66kTxlywHU https://t.co/He9Xl3zsRO
3339,745291412904771584,HillaryClinton,.@elizabethforma and @MittRomney agree: Trump would put us into a deep recession. https://t.co/66kTxlywHU https://t.co/W2VMrpoSWH
3340,745291097488900096,HillaryClinton,"“I’ll admit—it's a little wonky, but...I sweat the specifics because they matter.” https://t.co/JY5wpA23Bv https://t.co/FocZqOVLia"
3341,745290229200850944,HillaryClinton,"""If you’re running for president, you should say what you want to do, how you’re going to pay for it, and how you’ll get it done."" —Hillary"
3342,745287797372760065,HillaryClinton,"Our president should fight for families—not just themselves.

Hillary speaks on the economy, live from Ohio: https://t.co/YfLN8kdRvG"
3343,745282924308750336,HillaryClinton,"Donald Trump's tax plan would add $30 trillion to the national debt over 20 years. That's ""trillion""—with a ""t."" https://t.co/o79WRixL9A"
3345,745271373363290113,HillaryClinton,"What is Trump spending his meager campaign resources on? Why, himself, of course. https://t.co/6LsNwf4gTL"
3346,745260520282951681,realDonaldTrump,I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.
3347,745255665237655553,HillaryClinton,"""Trump's economic proposals could produce a prolonged recession...and reduce employment by 3.5 million jobs."" —@WSJ https://t.co/MOPrGeCzSz"
3348,745239426872205312,HillaryClinton,"Trump's gotten rich driving companies into the ground. What will he do to the U.S. economy?

Oh wait—we know:
https://t.co/MOPrGekYtZ"
3349,745204320593940480,realDonaldTrump,"Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament, according to new book, which is a mess!"
3350,745084680865726465,HillaryClinton,".@JoeBiden is right—Donald Trump’s worldview doesn't reflect our values, and it’s not who we are. https://t.co/k6F440uf8t"
3351,745063650193457152,HillaryClinton,It’s time to demand more than thoughts and prayers from our elected officials. https://t.co/LGl3QkhGAI #DisarmHate https://t.co/ehqCXheGqP
3352,745054252171726848,HillaryClinton,Enough. -H https://t.co/3herO6i1Pr
3353,745050210372575234,HillaryClinton,"An overwhelming majority of Americans (and gun owners) support steps to reduce gun violence.

RT if you're one of them. #DisarmHate"
3354,745005438991728640,HillaryClinton,"America has always been a nation of immigrants and refugees. On #WorldRefugeeDay, let's reaffirm our commitment to welcoming them. -H"
3355,745003058053058561,HillaryClinton,"Our prayers are not enough to prevent gun violence.

Tell your senators to vote to expand background checks tonight: https://t.co/NLNnxCplEf"
3356,744998743460569089,HillaryClinton,"You inspire me too, @ChrisMurphyCT. Let's all demand action on gun violence prevention: https://t.co/yafqJygzVf https://t.co/1Eh4uVmtmB"
3357,744994276413628416,HillaryClinton,"Tonight, the Senate will vote on commonsense measures to prevent gun violence. Tell your senators you support them: https://t.co/ukrcuor0YJ"
3358,744988038493769728,HillaryClinton,This is just common sense. It's time for Congress to act. https://t.co/SsJuC4D7Pm
3359,744982262987493376,HillaryClinton,"We owe families of gun violence victims more than prayers.

Tell your senators to act on gun violence prevention: https://t.co/v0defjTptE"
3360,744909578907885568,HillaryClinton,A behind-the-scenes look at a historic night. https://t.co/LXO5OmgkyL https://t.co/w06yCUfbpz
3362,744876285730627584,HillaryClinton,Happy first day of summer. https://t.co/yfuIRFr6mG
3363,744838252369043456,realDonaldTrump,"When I said that if, within the Orlando club, you had some people with guns, I was obviously talking about additional guards or employees"
3364,744714049779171328,HillaryClinton,"Gay rights are human rights and human rights are gay rights. Being LGBT does not make you less human.
https://t.co/JkWZto9fz9"
3365,744701872456536064,realDonaldTrump,.@DJohnsonPGA We are so proud of you Dustin. Your reaction under pressure was amazing. First of many Majors. You are a true CHAMPION!
3366,744695069777760256,HillaryClinton,You'll want to read the story behind this photo. https://t.co/Qg7hNkJQgN https://t.co/e7yO9jLF7P
3367,744673284059439104,HillaryClinton,"Shirley was 5 years old when women won the right to vote. Today, she's rooting for the first woman president. https://t.co/azwiTfH9th"
3370,744629982757064705,HillaryClinton,"What a joy being with our new grandson, Aidan. So grateful. -H https://t.co/0687tOERez"
3371,744625915792064512,HillaryClinton,Imagine if this was our president. https://t.co/DCZLKQAfqx
3373,744563361350844416,HillaryClinton,"They may be too young to vote, but these supporters are making their voices heard. https://t.co/LHYz7Jknhg"
3374,744532685998161920,HillaryClinton,"Happy Father's Day, @BillClinton! https://t.co/3C2RFFuIAr"
3375,744519497764184064,realDonaldTrump,"""@bfraser747: Watch out HillaryClinton 👿 Support @realDonaldTrump 🇺🇸 🇺🇸 #MakeAmericaGreatAgain 🇺🇸 https://t.co/UTYOLo7wGF"""
3376,744364393962569728,realDonaldTrump,"Yesterday's failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed! https://t.co/iFuf8MdTEH"
3377,744363535635996672,realDonaldTrump,How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!
